city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,87,1,1,2,14,acept,furnished,870,"7,900",150,101,"9,021"
1,65,2,1,1,-,acept,not furnished,0,"1,800",0,28,"1,828"
1,210,3,4,4,11,acept,furnished,"2,000","15,000","1,000",191,"18,190"
1,250,3,4,2,-,acept,not furnished,0,"4,200",192,64,"4,456"
1,155,3,2,3,4,acept,furnished,"2,600","11,700",667,149,"15,120"
0,300,4,3,5,-,acept,not furnished,0,"4,100",20,62,"4,182"
0,70,3,2,2,4,acept,not furnished,500,"1,800",78,23,"2,401"
1,68,1,2,1,11,acept,not furnished,"1,200","4,500",100,58,"5,858"
0,220,3,5,3,4,not acept,furnished,"2,000","7,900",417,101,"10,420"
0,91,3,2,2,12,acept,not furnished,700,"2,250",175,29,"3,154"
0,230,4,4,8,-,acept,not furnished,0,"5,100",320,77,"5,497"
0,48,2,1,0,4,acept,not furnished,288,950,45,13,"1,296"
1,90,2,2,2,15,not acept,furnished,"1,400","10,000",0,127,"11,530"
1,60,1,1,1,15,acept,furnished,"1,000","5,500",200,70,"6,770"
1,450,4,4,3,14,acept,not furnished,"5,500","15,000",0,191,"20,690"
1,16,1,1,0,1,not acept,not furnished,0,850,35,11,896
1,100,3,2,1,8,acept,not furnished,"1,100","1,400",291,18,"2,809"
1,300,3,3,3,-,acept,not furnished,1,"3,400",417,52,"3,870"
1,151,3,4,3,14,not acept,furnished,"1,700","6,800",475,87,"9,062"
1,150,3,4,3,12,acept,furnished,"2,092","7,608",730,97,"10,530"
1,57,2,1,1,7,acept,not furnished,570,"1,500",67,20,"2,157"
1,30,1,1,1,4,not acept,furnished,"1,787","1,200",144,16,"3,147"
0,53,1,1,1,8,acept,furnished,"1,350","3,110",85,40,"4,585"
1,270,3,4,3,-,acept,not furnished,Sem info,"6,800",417,103,"7,320"
1,78,2,2,2,8,acept,furnished,"1,400","5,800",334,74,"7,608"
1,20,1,1,0,1,not acept,furnished,150,"3,142",67,40,"3,399"
1,140,5,2,1,1,acept,furnished,0,"3,999",200,51,"4,250"
1,155,3,3,2,2,acept,furnished,"2,300","12,000",700,153,"15,150"
1,118,3,2,4,1,acept,not furnished,850,"2,250",334,29,"3,463"
0,235,4,4,3,13,acept,not furnished,"3,450","5,500",541,70,"9,561"
1,400,4,4,4,9,acept,not furnished,"4,700","9,000","1,125",115,"14,940"
1,80,2,2,1,6,not acept,not furnished,"1,015","3,500",117,45,"4,677"
1,50,1,1,0,2,not acept,furnished,710,"3,100",85,12,"3,907"
0,55,2,2,1,9,acept,not furnished,337,"2,500",86,32,"2,955"
1,400,4,4,4,-,acept,not furnished,0,"8,500","1,250",128,"9,878"
1,63,3,2,0,18,acept,not furnished,550,"1,800",0,23,"2,373"
1,325,4,3,2,3,acept,not furnished,"4,500","8,500","1,111",108,"14,220"
1,200,3,3,2,7,not acept,furnished,"2,500","6,000",125,77,"8,702"
1,58,2,2,1,5,acept,furnished,790,"5,000",192,64,"6,046"
1,180,3,2,3,-,acept,not furnished,0,"4,600","3,600",70,"8,270"
1,159,3,2,0,5,acept,not furnished,"1,774","4,507",444,19,"6,744"
1,420,4,3,4,-,acept,not furnished,0,"15,000","1,250",226,"16,480"
1,88,3,1,2,5,acept,not furnished,685,"1,500",35,20,"2,240"
0,70,3,1,1,6,acept,not furnished,549,"1,135",0,5,"1,689"
1,246,4,5,4,12,not acept,not furnished,"2,200","10,000",750,127,"13,080"
1,53,2,1,1,1,acept,not furnished,550,"1,250",0,16,"1,816"
1,22,1,1,1,19,not acept,not furnished,500,"2,200",0,28,"2,728"
1,80,1,1,0,-,acept,not furnished,0,"1,700",60,26,"1,786"
1,30,1,1,1,11,acept,furnished,500,"2,570",Incluso,8,"3,078"
0,157,3,5,3,1,acept,not furnished,"2,300","7,000",442,89,"9,831"
1,450,3,3,8,-,acept,furnished,0,"5,015",400,76,"5,491"
1,90,3,2,0,-,acept,not furnished,295,"2,572",53,8,"2,928"
1,88,2,1,0,7,not acept,not furnished,800,"1,800",0,23,"2,623"
0,46,1,1,0,5,acept,furnished,"1,300","1,950",0,25,"3,275"
1,189,4,2,2,4,acept,not furnished,"1,970","8,000",559,102,"10,630"
1,49,2,1,1,10,not acept,not furnished,395,"1,250",0,16,"1,661"
1,180,3,2,2,2,acept,not furnished,"2,500","7,000","1,200",89,"10,790"
1,128,3,3,2,1,acept,not furnished,"1,090","7,000",500,89,"8,679"
1,60,2,2,0,-,acept,not furnished,518,"1,300",170,10,"1,998"
1,74,3,2,1,7,acept,not furnished,982,"1,710",48,22,"2,762"
1,80,1,1,1,10,acept,not furnished,"1,800","2,500",180,32,"4,512"
1,150,3,2,1,-,acept,not furnished,0,"2,500",0,38,"2,538"
1,70,3,2,1,3,acept,not furnished,799,"1,900",182,25,"2,906"
1,113,3,2,2,2,acept,not furnished,"1,300","4,800",250,61,"6,411"
0,50,1,1,0,-,acept,not furnished,0,880,0,14,894
1,300,4,2,2,1,acept,furnished,"3,000","6,500","1,091",83,"10,670"
1,140,2,3,1,3,acept,furnished,"1,306","5,000",250,64,"6,620"
1,300,4,5,1,8,acept,furnished,"3,700","8,550",400,109,"12,760"
1,350,5,4,8,-,not acept,not furnished,Sem info,"9,000",762,136,"9,898"
1,78,2,1,1,-,acept,not furnished,Sem info,"1,700",82,26,"1,808"
0,110,2,2,0,18,acept,furnished,960,"4,200",218,54,"5,432"
1,423,4,5,7,28,acept,not furnished,"5,785","14,000","2,647",178,"22,610"
1,110,1,1,0,20,acept,not furnished,923,"3,182",0,14,"4,119"
1,136,2,4,2,7,acept,not furnished,"1,540","4,800",242,61,"6,643"
1,56,2,1,1,3,acept,not furnished,"1,091","1,700",72,22,"2,885"
1,20,1,1,0,3,acept,furnished,402,"2,800",68,36,"3,306"
1,115,3,2,2,8,acept,not furnished,"1,900","2,900",400,37,"5,237"
1,140,2,2,1,3,not acept,not furnished,"2,000","12,500",279,159,"14,940"
1,64,2,1,1,2,acept,not furnished,500,"1,400",11,18,"1,929"
1,60,2,1,1,15,acept,furnished,990,"2,500",42,32,"3,564"
1,132,3,2,1,11,acept,not furnished,"1,477","2,800",45,36,"4,358"
1,210,4,3,3,11,acept,not furnished,"1,250","4,000",750,51,"6,051"
1,300,4,4,3,-,acept,furnished,0,"5,080",284,77,"5,441"
1,130,3,2,2,-,acept,not furnished,0,"3,300",108,50,"3,458"
1,108,2,4,2,7,acept,not furnished,"1,289","4,430",522,57,"6,298"
1,75,2,2,1,4,acept,not furnished,926,"3,005",203,10,"4,144"
1,250,3,3,3,-,acept,not furnished,0,"4,500",150,68,"4,718"
0,55,1,1,0,5,acept,not furnished,473,500,17,7,997
1,129,3,2,3,5,not acept,furnished,"1,260","2,950",450,38,"4,698"
1,158,4,4,3,5,acept,not furnished,"2,100","6,600",375,84,"9,159"
1,100,3,3,2,1,acept,not furnished,"1,200","3,248",384,42,"4,874"
1,130,3,2,3,-,acept,furnished,0,"7,450",167,112,"7,729"
1,25,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
1,240,3,2,3,-,acept,not furnished,0,"9,265",525,140,"9,930"
1,196,3,4,2,1,not acept,not furnished,"2,200","3,300",559,42,"6,101"
1,39,1,1,1,5,acept,not furnished,460,"3,300",157,42,"3,959"
0,46,2,1,1,3,acept,not furnished,250,970,42,13,"1,275"
1,120,3,2,0,1,acept,not furnished,0,"2,500",84,38,"2,622"
1,270,2,2,3,17,acept,not furnished,"2,200","8,650",0,110,"10,960"
1,700,4,10,0,-,acept,not furnished,0,"15,000","8,750",226,"23,980"
0,462,4,7,4,-,acept,not furnished,Incluso,"5,000",590,76,"5,666"
1,35,1,1,1,9,acept,furnished,475,"3,150",0,23,"3,648"
1,90,3,3,2,12,not acept,not furnished,897,"3,500",0,45,"4,442"
1,98,3,2,2,1,acept,not furnished,"1,400","1,760",383,23,"3,566"
1,159,2,2,1,8,acept,furnished,"1,236","4,200",251,54,"5,741"
1,115,3,5,2,10,acept,not furnished,"1,830","7,000",495,89,"9,414"
1,400,3,3,1,3,acept,not furnished,"3,000","11,000",142,140,"14,280"
0,60,2,1,1,9,not acept,not furnished,498,"1,317",25,17,"1,857"
1,220,3,4,3,11,acept,furnished,"3,300","8,000","1,000",102,"12,400"
1,67,2,1,1,4,acept,not furnished,"1,500","2,099",250,27,"3,876"
1,165,3,4,3,7,acept,not furnished,"1,700","4,500",573,58,"6,831"
1,100,2,4,0,1,acept,not furnished,0,"3,000",0,39,"3,039"
1,55,1,2,1,2,acept,not furnished,"1,317","2,576",230,10,"4,133"
0,35,1,1,1,2,acept,not furnished,254,600,92,8,954
1,51,1,1,1,10,acept,furnished,630,"3,700",0,47,"4,377"
1,73,2,2,1,13,acept,not furnished,700,"1,250",150,16,"2,116"
1,320,5,5,4,4,acept,not furnished,"5,800","5,500","1,500",70,"12,870"
1,35,1,1,1,7,acept,not furnished,380,"2,300",100,30,"2,810"
1,46,1,1,0,3,acept,not furnished,100,"1,600",0,21,"1,721"
0,350,4,3,4,-,not acept,not furnished,500,"6,000",500,91,"7,091"
1,340,4,4,3,2,acept,not furnished,0,"14,000",834,178,"15,010"
1,28,1,1,1,4,not acept,furnished,"1,590","1,899",198,5,"3,692"
1,125,3,2,2,-,acept,furnished,Sem info,"3,000",150,46,"3,196"
1,44,1,1,1,3,acept,not furnished,560,"3,450",0,13,"4,023"
1,95,2,1,1,15,acept,not furnished,900,"3,000",67,39,"4,006"
1,310,3,4,3,8,acept,not furnished,"2,400","4,500",900,58,"7,858"
1,48,2,1,0,3,acept,not furnished,100,"1,350",0,18,"1,468"
1,30,4,4,2,-,acept,furnished,0,"5,000","4,247",76,"9,323"
0,46,1,1,1,10,acept,not furnished,550,580,43,8,"1,181"
1,141,3,2,2,4,acept,not furnished,"1,650","7,400",0,94,"9,144"
1,58,1,1,1,17,acept,not furnished,610,"1,600",89,21,"2,320"
1,48,2,1,0,-,acept,not furnished,100,"1,350",0,18,"1,468"
1,560,5,5,6,-,acept,not furnished,0,"15,000","1,917",226,"17,140"
1,98,3,2,1,9,acept,not furnished,"1,350","5,500",200,70,"7,120"
1,340,3,4,4,2,not acept,not furnished,"7,000","12,500","3,084",159,"22,740"
1,224,4,4,3,2,acept,furnished,"2,900","9,350",917,119,"13,290"
0,50,1,1,1,3,acept,not furnished,392,800,320,11,"1,523"
1,250,3,4,3,8,acept,not furnished,"2,700","7,000","1,167",89,"10,960"
1,100,2,2,1,6,acept,not furnished,"1,050","4,000",240,51,"5,341"
1,600,3,3,4,-,acept,not furnished,0,"6,800",966,103,"7,869"
0,114,3,2,1,4,acept,not furnished,967,"1,400",176,18,"2,561"
0,67,2,1,1,2,acept,not furnished,500,"1,230",42,16,"1,788"
1,160,4,3,2,9,acept,furnished,"2,800","10,330",286,131,"13,550"
1,130,2,2,1,17,acept,not furnished,993,"5,600",75,71,"6,739"
1,114,1,1,1,6,acept,not furnished,987,"2,800",208,36,"4,031"
1,52,2,1,1,4,acept,not furnished,Incluso,"1,450",0,19,"1,469"
1,31,1,1,0,6,acept,furnished,430,"2,300",0,30,"2,760"
1,78,2,1,1,1,acept,not furnished,410,"2,500",0,32,"2,942"
1,60,2,2,1,3,acept,furnished,900,"5,700",212,73,"6,885"
1,40,1,1,0,5,acept,not furnished,578,"2,390",0,31,"2,999"
1,145,4,4,3,14,acept,not furnished,"1,663","4,500",584,58,"6,805"
1,127,2,3,2,2,acept,not furnished,"1,910","6,900",500,88,"9,398"
1,330,4,5,4,13,acept,not furnished,"2,870","10,000","1,119",127,"14,120"
0,180,4,3,1,11,not acept,not furnished,"1,500","1,800",252,23,"3,575"
1,120,4,3,2,13,acept,furnished,"1,250","3,500",209,45,"5,004"
1,40,1,1,1,10,not acept,furnished,"2,100","2,200",223,28,"4,551"
1,160,4,4,2,-,acept,not furnished,0,"2,400",0,37,"2,437"
0,130,3,2,2,4,acept,furnished,"1,150","2,800",184,36,"4,170"
1,80,2,1,1,2,acept,not furnished,"1,257","2,950",195,38,"4,440"
1,112,3,4,3,9,acept,not furnished,"1,480","2,800",413,36,"4,729"
1,30,1,1,1,10,not acept,not furnished,886,"1,500",0,20,"2,406"
1,184,4,3,3,2,acept,furnished,"1,200","4,500",750,58,"6,508"
1,56,2,1,1,11,acept,furnished,530,"2,500",0,32,"3,062"
1,40,1,1,1,6,not acept,furnished,"1,300","3,000",248,39,"4,587"
1,65,2,2,1,7,acept,not furnished,630,"1,800",25,23,"2,478"
1,146,3,2,2,14,acept,furnished,"1,400","3,500",600,45,"5,545"
0,60,2,1,1,3,acept,not furnished,200,"1,299",84,17,"1,600"
1,170,3,2,2,4,acept,furnished,"1,970","9,000",900,115,"11,990"
1,240,4,4,4,8,acept,furnished,"3,033","2,890","1,398",37,"7,358"
1,200,4,2,2,-,acept,furnished,0,"6,500",500,98,"7,098"
1,69,2,1,1,3,acept,not furnished,470,"1,550",70,20,"2,110"
1,224,3,4,2,9,acept,not furnished,"3,300","6,000",679,77,"10,060"
1,109,3,2,2,20,acept,furnished,"1,200","4,500",417,58,"6,175"
1,50,2,1,2,9,not acept,not furnished,640,"2,300",93,30,"3,063"
0,59,2,1,1,5,acept,not furnished,430,"1,290",47,17,"1,784"
1,162,2,3,3,3,not acept,furnished,"2,200","15,000",959,191,"18,350"
0,93,3,2,1,7,acept,not furnished,677,"1,100",63,14,"1,854"
1,580,6,6,6,-,acept,not furnished,0,"6,960","2,084",105,"9,149"
1,216,3,4,2,10,acept,not furnished,"3,400","5,500",870,70,"9,840"
1,90,2,1,0,9,not acept,not furnished,"1,200","3,850",130,49,"5,229"
1,200,3,3,2,7,acept,not furnished,"4,200","7,225",642,92,"12,160"
0,55,1,1,0,4,acept,not furnished,490,750,37,10,"1,287"
1,40,1,1,1,3,not acept,not furnished,552,"2,300",109,30,"2,991"
1,87,3,3,2,12,not acept,furnished,930,"3,500",253,45,"4,728"
1,60,2,1,0,-,acept,not furnished,Incluso,"1,600",25,25,"1,650"
1,70,3,2,1,7,acept,not furnished,620,"1,825",0,24,"2,469"
1,243,2,3,2,-,acept,not furnished,0,"4,619",559,70,"5,248"
1,78,1,1,2,8,not acept,furnished,"1,980","6,000",317,77,"8,374"
1,103,2,1,0,-,acept,not furnished,0,"1,300",80,20,"1,400"
1,72,3,2,1,3,not acept,not furnished,790,"1,750",3,23,"2,566"
1,95,1,2,2,15,acept,not furnished,"1,859","8,000",566,102,"10,530"
1,135,3,2,2,9,acept,not furnished,"1,836","4,200",543,54,"6,633"
1,310,5,4,5,3,acept,not furnished,"4,364","3,200","2,506",41,"10,110"
1,68,2,2,1,18,not acept,furnished,500,"2,565",59,33,"3,157"
1,360,4,5,4,12,acept,not furnished,"4,350","6,593","1,830",84,"12,860"
1,420,4,4,4,9,acept,not furnished,"6,000","15,000","3,334",191,"24,530"
1,266,3,5,1,15,acept,furnished,"2,075","4,320",391,55,"6,841"
1,172,3,4,3,5,acept,furnished,"1,650","7,800",890,99,"10,440"
1,240,3,5,4,-,acept,not furnished,0,"7,500",459,113,"8,072"
0,108,1,3,2,9,acept,not furnished,980,"4,500",0,58,"5,538"
1,50,1,1,0,12,acept,furnished,501,"1,800",0,23,"2,324"
1,180,3,3,2,1,acept,not furnished,"3,515","4,400",775,56,"8,746"
0,380,4,6,3,-,acept,not furnished,0,"4,000",455,61,"4,516"
1,125,3,4,0,2,not acept,not furnished,"1,551","2,500",495,32,"4,578"
1,50,2,2,1,12,acept,not furnished,585,"1,395",0,6,"1,986"
1,382,3,4,2,11,acept,not furnished,"4,529","14,000","1,410",178,"20,120"
1,51,1,1,0,9,acept,not furnished,367,"1,700",84,22,"2,173"
1,128,2,2,0,9,acept,not furnished,958,"2,700",0,35,"3,693"
0,51,1,1,0,3,acept,not furnished,486,820,15,11,"1,332"
0,45,1,1,0,11,not acept,furnished,370,500,10,7,887
1,300,4,5,4,-,acept,furnished,Sem info,"14,000","1,167",211,"15,380"
1,180,3,1,0,-,acept,not furnished,Incluso,"2,500",334,38,"2,872"
1,120,3,2,1,17,acept,not furnished,"1,250","2,000",230,26,"3,506"
1,87,3,2,0,6,acept,not furnished,"1,284","2,000",231,26,"3,541"
1,116,2,2,2,8,not acept,furnished,"1,215","8,000",250,102,"9,567"
1,200,4,2,1,5,acept,not furnished,"2,115","5,000",328,64,"7,507"
1,556,6,7,4,-,acept,not furnished,0,"7,500","1,084",113,"8,697"
0,62,2,2,2,5,acept,not furnished,800,"3,000",14,39,"3,853"
1,63,2,2,1,19,acept,furnished,"1,000","11,000",133,140,"12,270"
1,96,3,1,1,5,acept,furnished,"1,172","3,550",140,45,"4,907"
1,61,2,2,1,1,acept,not furnished,885,"2,000",130,26,"3,041"
1,266,4,5,4,7,acept,not furnished,"2,900","10,900","1,167",139,"15,110"
0,48,1,1,0,4,not acept,furnished,490,"1,500",42,20,"2,052"
1,33,2,1,0,12,acept,furnished,350,"2,850",0,37,"3,237"
1,150,2,2,3,2,not acept,furnished,"4,085","8,000",570,102,"12,760"
1,175,3,2,2,-,not acept,not furnished,0,"3,900",264,59,"4,223"
1,108,3,4,0,4,acept,not furnished,780,"3,500",324,45,"4,649"
1,100,4,5,4,1,acept,not furnished,"3,800","3,250","1,417",42,"8,509"
1,81,1,1,1,8,acept,not furnished,600,"1,150",67,16,"1,833"
1,29,1,1,0,5,acept,not furnished,257,"1,043",0,14,"1,314"
1,60,2,2,1,13,acept,not furnished,694,"1,700",128,22,"2,544"
1,70,2,1,1,19,acept,not furnished,520,"1,700",155,22,"2,397"
1,130,2,2,0,6,acept,not furnished,"1,343","3,974",71,51,"5,439"
1,83,3,2,2,25,acept,furnished,589,"2,600",159,33,"3,381"
1,320,3,4,2,-,acept,furnished,0,"5,500",250,83,"5,833"
0,87,3,2,1,4,acept,not furnished,670,640,200,9,"1,519"
1,240,2,3,1,3,acept,furnished,"2,300","6,500",30,83,"8,913"
1,108,3,3,2,-,acept,not furnished,Incluso,"2,800",209,43,"3,052"
1,160,3,2,1,5,acept,not furnished,"1,715","7,700",470,98,"9,983"
1,178,3,4,4,18,acept,not furnished,"2,650","10,000",125,127,"12,900"
1,116,3,2,3,11,acept,furnished,"1,200","8,000",604,102,"9,906"
1,82,2,2,1,7,acept,not furnished,650,"2,341",0,9,"3,000"
1,72,2,1,1,3,acept,not furnished,862,"1,300",100,17,"2,279"
1,160,3,2,2,13,acept,not furnished,"1,200","3,900",221,50,"5,371"
1,230,3,4,3,7,not acept,not furnished,"3,200","8,000","1,167",102,"12,470"
1,60,2,2,1,5,acept,furnished,631,"2,640",26,34,"3,331"
1,50,1,1,0,11,acept,furnished,390,"3,698",7,47,"4,142"
1,79,2,2,1,2,acept,furnished,678,"2,800",4,36,"3,518"
0,94,3,1,1,6,acept,not furnished,565,"2,000",60,26,"2,651"
1,200,3,3,6,-,acept,not furnished,0,"6,000",500,91,"6,591"
1,60,2,2,1,10,acept,not furnished,750,"3,400",100,44,"4,294"
1,98,3,2,2,3,acept,not furnished,"1,400","2,000",383,26,"3,809"
0,75,2,1,1,2,acept,not furnished,670,"1,200",121,16,"2,007"
1,190,3,3,2,11,acept,furnished,"1,900","13,500",620,172,"16,190"
1,20,1,1,0,3,not acept,furnished,150,"3,142",67,40,"3,399"
0,46,1,1,0,2,acept,not furnished,450,500,14,7,971
1,22,1,1,0,-,not acept,not furnished,0,"1,074",0,17,"1,091"
1,49,1,1,0,1,acept,furnished,768,"2,600",66,33,"3,467"
0,105,3,2,2,6,acept,not furnished,"1,200","1,620",165,21,"3,006"
1,140,3,4,2,3,not acept,furnished,"1,400","2,450",475,32,"4,357"
1,127,2,2,2,5,acept,not furnished,"1,550","5,500",361,70,"7,481"
1,200,4,7,4,-,acept,furnished,0,"8,000",575,121,"8,696"
1,100,3,2,2,1,acept,not furnished,600,"1,800",100,23,"2,523"
1,200,2,2,2,-,acept,not furnished,1,"3,000",167,46,"3,214"
1,300,4,6,6,17,acept,not furnished,"6,300","15,000","3,400",191,"24,890"
1,25,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
1,160,3,2,2,1,acept,not furnished,"1,515","2,900",400,37,"4,852"
1,145,3,1,2,-,acept,furnished,90,"7,200",238,109,"7,637"
0,62,1,1,1,5,not acept,not furnished,700,"1,250",38,16,"2,004"
0,50,1,1,1,16,acept,not furnished,432,991,36,13,"1,472"
0,74,3,1,1,4,acept,not furnished,474,900,40,12,"1,426"
1,190,3,3,2,-,acept,not furnished,0,"6,800",392,103,"7,295"
0,326,3,3,4,-,acept,not furnished,870,"4,200",523,64,"5,657"
1,240,4,4,4,22,acept,not furnished,"1,980","6,672",417,85,"9,154"
1,40,1,1,0,18,not acept,furnished,0,"2,600",0,33,"2,633"
1,42,1,1,1,4,not acept,not furnished,"1,200","2,350",151,30,"3,731"
1,90,2,1,0,1,acept,not furnished,0,"2,000",280,26,"2,306"
1,84,1,2,0,1,acept,furnished,850,"6,000",250,77,"7,177"
1,70,2,1,1,7,acept,not furnished,500,"1,300",48,17,"1,865"
1,110,3,2,2,11,acept,not furnished,"1,179","3,500",205,45,"4,929"
1,110,3,2,3,11,acept,not furnished,"1,150","2,700",334,35,"4,219"
1,90,2,2,1,6,acept,furnished,900,"6,500",89,83,"7,572"
0,308,3,3,4,-,acept,not furnished,0,"4,700",673,71,"5,444"
1,61,2,2,1,13,acept,not furnished,764,"4,000",134,51,"4,949"
0,400,5,7,4,5,acept,not furnished,"3,200","7,900",888,101,"12,090"
1,320,3,3,2,10,acept,not furnished,"2,200","8,330",584,106,"11,220"
1,50,1,1,1,2,acept,not furnished,650,"2,350",24,30,"3,054"
1,80,1,1,1,5,acept,furnished,1,"7,200",0,92,"7,293"
1,44,1,1,0,13,not acept,furnished,450,"1,900",104,25,"2,479"
1,130,5,2,0,2,acept,not furnished,0,"3,000",37,39,"3,076"
1,400,5,6,0,-,acept,not furnished,0,"5,200",0,79,"5,279"
1,130,2,1,1,9,acept,not furnished,"1,159","3,850",160,49,"5,218"
1,96,3,3,1,11,acept,not furnished,900,"2,450",125,32,"3,507"
1,57,2,2,2,12,acept,not furnished,"1,250","2,800",209,36,"4,295"
1,240,3,3,2,-,acept,furnished,0,"4,350",385,66,"4,801"
1,30,1,1,1,6,acept,not furnished,"1,900","2,001",125,26,"4,052"
1,20,1,1,0,2,acept,furnished,602,"1,800",130,23,"2,555"
1,45,2,1,0,2,acept,not furnished,60,900,42,12,"1,014"
1,250,4,5,2,17,acept,furnished,"2,000","12,750",873,162,"15,790"
1,240,4,5,5,5,acept,not furnished,"2,300","7,000",100,89,"9,489"
1,22,1,1,0,25,acept,not furnished,385,"2,100",40,27,"2,552"
1,240,3,4,3,2,acept,not furnished,"2,400","4,150","1,417",53,"8,020"
1,206,4,4,3,10,acept,not furnished,"1,890","12,000",917,153,"14,960"
1,96,3,3,1,11,acept,not furnished,900,"2,450",125,32,"3,507"
1,156,3,4,2,2,acept,not furnished,"1,800","2,000",0,26,"3,826"
1,400,3,3,3,-,not acept,not furnished,0,"8,300",816,125,"9,241"
0,60,2,1,1,3,acept,not furnished,345,880,16,12,"1,253"
0,37,1,1,0,4,not acept,furnished,335,761,0,10,"1,106"
1,73,2,2,2,1,acept,not furnished,778,"1,200",84,16,"2,078"
1,182,3,4,3,-,acept,not furnished,0,"7,000",459,106,"7,565"
1,300,3,4,1,-,acept,not furnished,0,"4,500",542,68,"5,110"
1,48,1,1,0,5,not acept,not furnished,450,"1,590",0,21,"2,061"
1,850,4,4,8,-,acept,not furnished,0,"12,000","5,834",181,"18,020"
1,76,3,1,1,2,acept,not furnished,240,"2,250",170,29,"2,689"
1,57,2,2,1,2,not acept,furnished,584,"2,300",50,30,"2,964"
1,104,2,1,0,8,not acept,not furnished,"1,300","3,000",0,39,"4,339"
1,65,3,3,2,9,acept,not furnished,727,"2,000",24,26,"2,777"
1,64,2,1,0,6,acept,not furnished,938,"2,050",75,26,"3,089"
1,31,1,1,0,14,acept,furnished,390,"3,300",120,42,"3,852"
1,35,1,1,1,1,not acept,furnished,444,"3,507",124,45,"4,120"
1,275,3,5,6,-,acept,furnished,0,"13,000",500,196,"13,700"
1,310,4,5,5,6,acept,furnished,"3,800","12,000","2,709",153,"18,660"
1,58,2,2,1,4,not acept,not furnished,521,"3,120",165,12,"3,818"
1,55,2,1,0,4,acept,not furnished,382,"2,300",3,30,"2,715"
1,53,1,2,1,3,acept,furnished,960,"3,300",109,42,"4,411"
1,35,1,1,0,-,acept,not furnished,0,"1,100",30,14,"1,144"
1,180,4,4,1,-,acept,not furnished,0,"3,581",134,54,"3,769"
1,71,1,1,0,1,acept,not furnished,718,"1,443",0,5,"2,166"
1,180,3,4,3,12,acept,furnished,"1,600","3,400",250,44,"5,294"
1,900,5,9,8,1,acept,furnished,0,"15,000","5,470",226,"20,700"
1,32,1,1,1,18,not acept,furnished,"1,600","3,500",234,45,"5,379"
1,98,2,2,2,29,acept,not furnished,"1,450","8,500",450,108,"10,510"
1,180,3,2,2,6,acept,not furnished,"2,192","4,000",413,51,"6,656"
1,47,1,1,1,15,acept,not furnished,530,"1,800",0,23,"2,353"
1,109,3,2,2,7,acept,not furnished,"1,746","2,500",134,32,"4,412"
1,210,4,4,4,5,acept,not furnished,"3,000","13,100","1,325",166,"17,590"
1,109,3,2,1,3,acept,not furnished,"1,296","3,500",125,45,"4,966"
1,116,4,3,2,8,acept,not furnished,"1,040","2,400",330,31,"3,801"
1,111,3,2,0,7,acept,not furnished,"1,370","2,500",264,32,"4,166"
1,120,3,3,2,1,acept,furnished,"1,100","8,950",0,114,"10,160"
1,178,4,3,2,5,acept,not furnished,"1,700","6,700",660,85,"9,145"
1,39,1,1,1,5,acept,furnished,550,"1,700",95,22,"2,367"
1,59,1,1,0,12,not acept,not furnished,400,901,42,12,"1,355"
1,54,1,2,1,13,acept,furnished,"1,150","6,000",0,77,"7,227"
1,35,1,1,0,3,not acept,furnished,233,"1,750",0,23,"2,006"
1,244,3,2,3,14,acept,furnished,"2,494","7,000","1,438",89,"11,020"
1,170,3,2,2,-,acept,not furnished,0,"3,200",225,49,"3,474"
1,300,3,3,8,-,acept,not furnished,0,"4,675",400,71,"5,146"
1,35,1,1,0,7,not acept,not furnished,399,"1,140",25,15,"1,579"
1,114,5,3,1,-,acept,not furnished,Sem info,"6,000",42,91,"6,133"
1,300,3,4,8,-,acept,not furnished,Sem info,"5,500",400,83,"5,983"
1,166,3,2,1,7,acept,not furnished,"1,865","4,000",426,51,"6,342"
1,90,2,3,1,2,acept,not furnished,574,"2,100",0,27,"2,701"
1,100,4,4,1,-,acept,not furnished,0,"10,000",9,151,"10,160"
